chrom	chromStart	chromEnd	name	score	strand	counts
3	8200606	8200635	M07808:66:000000000-KDBRJ:1:1105:17131:7460	60	-	3
3	8200606	8200635	M07808:66:000000000-KDBRJ:1:1105:17118:7476	60	-	3
9	21072094	21072124	M07808:66:000000000-KDBRJ:1:1105:10819:7495	60	+	8
1	147441118	147441148	M07808:66:000000000-KDBRJ:1:1105:22920:7515	60	-	19
3	39293559	39293589	M07808:66:000000000-KDBRJ:1:1105:15002:7517	60	+	8
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1105:18277:7699	60	+	255
1	145987003	145987033	M07808:66:000000000-KDBRJ:1:1105:20582:7913	60	-	27
6	159612828	159612858	M07808:66:000000000-KDBRJ:1:1105:18175:7933	60	-	2
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:13403:7940	60	-	167
3	128586393	128586423	M07808:66:000000000-KDBRJ:1:1105:14605:7951	60	-	5
3	132500127	132500157	M07808:66:000000000-KDBRJ:1:1105:15218:7953	60	-	30
3	128586393	128586423	M07808:66:000000000-KDBRJ:1:1105:14612:7969	60	-	5
16	60802569	60802599	M07808:66:000000000-KDBRJ:1:1105:5014:7977	60	-	19
16	60802569	60802599	M07808:66:000000000-KDBRJ:1:1105:5034:7990	60	-	19
2	86789706	86789736	M07808:66:000000000-KDBRJ:1:1105:15469:7991	60	-	11
10	73112747	73112777	M07808:66:000000000-KDBRJ:1:1105:27155:8129	60	+	11
16	50847200	50847230	M07808:66:000000000-KDBRJ:1:1105:5006:8134	60	-	3
1	167435397	167435422	M07808:66:000000000-KDBRJ:1:1105:23411:8151	60	+	43
16	68055230	68055260	M07808:66:000000000-KDBRJ:1:1105:20943:8164	60	-	11
9	24972270	24972300	M07808:66:000000000-KDBRJ:1:1105:25241:8401	60	+	16
9	24972270	24972300	M07808:66:000000000-KDBRJ:1:1105:25258:8409	60	+	16
14	86327516	86327546	M07808:66:000000000-KDBRJ:1:1105:5142:8427	60	+	4
10	33898517	33898542	M07808:66:000000000-KDBRJ:1:1105:19141:8441	60	+	1
14	86327516	86327546	M07808:66:000000000-KDBRJ:1:1105:5150:8443	60	+	4
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1105:5411:8443	60	-	28
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:8697:8567	60	-	167
11	128516982	128517012	M07808:66:000000000-KDBRJ:1:1105:5056:8613	60	+	14
11	128516982	128517012	M07808:66:000000000-KDBRJ:1:1105:5070:8626	60	+	14
5	91384312	91384342	M07808:66:000000000-KDBRJ:1:1105:15055:8641	60	+	9
12	6755307	6755337	M07808:66:000000000-KDBRJ:1:1105:21334:8666	60	+	12
1	84984031	84984061	M07808:66:000000000-KDBRJ:1:1105:9984:8714	60	-	4
10	36779252	36779282	M07808:66:000000000-KDBRJ:1:1105:8769:8743	60	+	8
1	151135052	151135082	M07808:66:000000000-KDBRJ:1:1105:15625:8747	60	+	2
6	136625261	136625291	M07808:66:000000000-KDBRJ:1:1105:22960:8780	60	+	4
7	145144298	145144328	M07808:66:000000000-KDBRJ:1:1105:21417:8819	60	+	4
6	13375969	13375999	M07808:66:000000000-KDBRJ:1:1105:14736:8905	60	+	1
15	41549270	41549300	M07808:66:000000000-KDBRJ:1:1105:20679:8914	60	-	7
6	80019474	80019504	M07808:66:000000000-KDBRJ:1:1105:17590:8932	60	+	8
3	131792660	131792686	M07808:66:000000000-KDBRJ:1:1105:5033:8969	60	+	11
12	59095782	59095812	M07808:66:000000000-KDBRJ:1:1105:27755:9055	60	-	2
9	37116621	37116651	M07808:66:000000000-KDBRJ:1:1105:4667:9124	60	-	21
X	41496901	41496931	M07808:66:000000000-KDBRJ:1:1105:21955:9153	60	+	7
7	21320133	21320163	M07808:66:000000000-KDBRJ:1:1105:11372:9216	60	-	4
3	100263702	100263732	M07808:66:000000000-KDBRJ:1:1105:8595:9218	60	+	14
3	100263702	100263732	M07808:66:000000000-KDBRJ:1:1105:8578:9225	60	+	14
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1105:21813:9233	60	+	255
3	100263702	100263732	M07808:66:000000000-KDBRJ:1:1105:8589:9240	60	+	14
10	24336340	24336370	M07808:66:000000000-KDBRJ:1:1105:28026:9244	60	+	27
1	145987003	145987033	M07808:66:000000000-KDBRJ:1:1105:17937:9250	60	-	27
1	145987003	145987033	M07808:66:000000000-KDBRJ:1:1105:17919:9256	60	-	27
20	8957461	8957491	M07808:66:000000000-KDBRJ:1:1105:19106:9295	60	+	5
9	123413167	123413197	M07808:66:000000000-KDBRJ:1:1105:19891:9335	60	-	2
19	37418878	37418908	M07808:66:000000000-KDBRJ:1:1105:25776:9377	60	-	50
14	27123319	27123349	M07808:66:000000000-KDBRJ:1:1105:4024:9455	60	+	6
12	54045540	54045570	M07808:66:000000000-KDBRJ:1:1105:13764:9618	60	+	42
3	43211194	43211224	M07808:66:000000000-KDBRJ:1:1105:22236:9619	60	+	7
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:13950:9649	60	-	167
1	92142501	92142531	M07808:66:000000000-KDBRJ:1:1105:15594:9666	60	+	4
6	70738767	70738797	M07808:66:000000000-KDBRJ:1:1105:6167:9690	60	-	9
19	13184937	13184967	M07808:66:000000000-KDBRJ:1:1105:5556:9908	60	+	9
6	47318711	47318741	M07808:66:000000000-KDBRJ:1:1105:21233:9920	60	+	4
1	147495727	147495757	M07808:66:000000000-KDBRJ:1:1105:24959:10007	60	-	41
19	40375757	40375787	M07808:66:000000000-KDBRJ:1:1105:15671:10047	60	+	8
9	99833256	99833286	M07808:66:000000000-KDBRJ:1:1105:10029:10192	60	-	9
1	11794708	11794738	M07808:66:000000000-KDBRJ:1:1105:14650:10203	60	+	1
1	236069061	236069091	M07808:66:000000000-KDBRJ:1:1105:12260:10284	60	-	14
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:5529:10306	60	-	167
10	100525853	100525883	M07808:66:000000000-KDBRJ:1:1105:28428:10336	60	+	22
6	7611850	7611880	M07808:66:000000000-KDBRJ:1:1105:18436:10338	60	-	9
10	120256229	120256259	M07808:66:000000000-KDBRJ:1:1105:26078:10343	60	-	19
9	79971245	79971275	M07808:66:000000000-KDBRJ:1:1105:23689:10397	60	+	7
2	62853229	62853259	M07808:66:000000000-KDBRJ:1:1105:11963:10515	60	-	5
8	42547734	42547764	M07808:66:000000000-KDBRJ:1:1105:13748:10754	60	+	1
4	120379293	120379323	M07808:66:000000000-KDBRJ:1:1105:6472:10531	60	-	15
3	122212213	122212243	M07808:66:000000000-KDBRJ:1:1105:21516:10532	60	+	5
4	120379293	120379323	M07808:66:000000000-KDBRJ:1:1105:6486:10546	60	-	15
4	120379293	120379323	M07808:66:000000000-KDBRJ:1:1105:6469:10552	60	-	15
5	18741577	18741607	M07808:66:000000000-KDBRJ:1:1105:24403:10793	60	+	27
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:4371:11186	60	-	167
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:4358:11203	60	-	167
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:4379:11205	60	-	167
15	67840078	67840108	M07808:66:000000000-KDBRJ:1:1105:5086:11354	60	+	19
15	67840078	67840108	M07808:66:000000000-KDBRJ:1:1105:5090:11372	60	+	19
8	101429105	101429135	M07808:66:000000000-KDBRJ:1:1105:9905:11475	60	-	15
4	138322847	138322877	M07808:66:000000000-KDBRJ:1:1105:6414:11634	60	+	2
9	122278643	122278673	M07808:66:000000000-KDBRJ:1:1105:3272:11793	60	-	3
15	65299123	65299153	M07808:66:000000000-KDBRJ:1:1105:5236:11830	60	+	8
1	65153243	65153273	M07808:66:000000000-KDBRJ:1:1105:9705:11909	60	+	8
6	37003460	37003490	M07808:66:000000000-KDBRJ:1:1105:5411:11960	60	-	8
6	37003460	37003490	M07808:66:000000000-KDBRJ:1:1105:5393:11965	60	-	8
12	18563945	18563975	M07808:66:000000000-KDBRJ:1:1105:4462:12192	60	+	9
12	18563945	18563975	M07808:66:000000000-KDBRJ:1:1105:4456:12210	60	+	9
6	16659925	16659955	M07808:66:000000000-KDBRJ:1:1105:6586:12422	60	-	7
6	16659925	16659955	M07808:66:000000000-KDBRJ:1:1105:6589:12446	60	-	7
16	25610143	25610173	M07808:66:000000000-KDBRJ:1:1105:7276:12562	60	+	13
16	25610143	25610173	M07808:66:000000000-KDBRJ:1:1105:7292:12574	60	+	13
15	67912416	67912446	M07808:66:000000000-KDBRJ:1:1105:7588:12574	60	+	17
15	67912416	67912446	M07808:66:000000000-KDBRJ:1:1105:7608:12577	60	+	17
16	25610143	25610173	M07808:66:000000000-KDBRJ:1:1105:7280:12587	60	+	13
2	160095888	160095918	M07808:66:000000000-KDBRJ:1:1105:3932:12587	60	-	17
18	52732442	52732472	M07808:66:000000000-KDBRJ:1:1105:21238:12660	60	+	1
2	42722235	42722265	M07808:66:000000000-KDBRJ:1:1105:23137:12673	60	+	29
6	58299015	58299045	M07808:66:000000000-KDBRJ:1:1105:29477:12735	60	+	4
17	31072361	31072391	M07808:66:000000000-KDBRJ:1:1105:4993:12954	60	-	22
17	31072361	31072391	M07808:66:000000000-KDBRJ:1:1105:5014:12960	60	-	22
X	41496901	41496931	M07808:66:000000000-KDBRJ:1:1105:7305:12972	60	+	7
17	31072361	31072391	M07808:66:000000000-KDBRJ:1:1105:5001:12976	60	-	22
13	90870292	90870322	M07808:66:000000000-KDBRJ:1:1105:8197:13180	60	+	15
13	90870292	90870322	M07808:66:000000000-KDBRJ:1:1105:8206:13199	60	+	15
9	125293674	125293704	M07808:66:000000000-KDBRJ:1:1105:23110:13201	60	+	3
15	48014137	48014167	M07808:66:000000000-KDBRJ:1:1105:24701:13342	60	+	5
11	126551582	126551612	M07808:66:000000000-KDBRJ:1:1105:3803:13392	60	+	10
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:6921:13583	60	-	167
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:6941:13599	60	-	167
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:6919:13602	60	-	167
2	86789362	86789392	M07808:66:000000000-KDBRJ:1:1105:2509:13654	60	-	55
14	59255816	59255846	M07808:66:000000000-KDBRJ:1:1105:19332:9872	60	+	5
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1105:6197:13798	60	+	255
2	68746364	68746394	M07808:66:000000000-KDBRJ:1:1105:6426:13816	60	+	37
2	28048625	28048655	M07808:66:000000000-KDBRJ:1:1105:6770:13854	60	-	6
11	75279236	75279266	M07808:66:000000000-KDBRJ:1:1105:7573:14222	60	+	4
11	75279236	75279266	M07808:66:000000000-KDBRJ:1:1105:7554:14222	60	+	4
17	32341131	32341161	M07808:66:000000000-KDBRJ:1:1105:5202:14330	60	+	66
6	47318711	47318741	M07808:66:000000000-KDBRJ:1:1105:23268:14027	60	+	4
5	5612926	5612956	M07808:66:000000000-KDBRJ:1:1105:2932:14050	60	+	7
1	60021346	60021376	M07808:66:000000000-KDBRJ:1:1105:6116:14393	60	-	12
6	73521066	73521096	M07808:66:000000000-KDBRJ:1:1105:8184:14430	60	+	65
11	103966046	103966076	M07808:66:000000000-KDBRJ:1:1105:6912:14498	60	-	8
13	77085886	77085916	M07808:66:000000000-KDBRJ:1:1105:8583:4722	60	-	33
2	36790130	36790160	M07808:66:000000000-KDBRJ:1:1105:20723:4778	60	+	12
2	68296627	68296657	M07808:66:000000000-KDBRJ:1:1105:21147:4784	60	-	2
12	54045540	54045570	M07808:66:000000000-KDBRJ:1:1105:11887:14769	60	+	42
7	46652042	46652072	M07808:66:000000000-KDBRJ:1:1105:7674:15114	60	-	9
13	44597113	44597143	M07808:66:000000000-KDBRJ:1:1105:15618:15195	60	-	24
1	40043380	40043410	M07808:66:000000000-KDBRJ:1:1105:7698:15653	60	+	5
1	40043380	40043410	M07808:66:000000000-KDBRJ:1:1105:7710:15668	60	+	5
6	73521022	73521052	M07808:66:000000000-KDBRJ:1:1105:7402:14579	60	-	48
6	73521022	73521052	M07808:66:000000000-KDBRJ:1:1105:7415:14593	60	-	48
12	93704547	93704577	M07808:66:000000000-KDBRJ:1:1105:2325:15761	60	-	7
5	111071899	111071929	M07808:66:000000000-KDBRJ:1:1105:7431:15774	60	+	7
5	111071899	111071929	M07808:66:000000000-KDBRJ:1:1105:7441:15790	60	+	7
2	210235299	210235329	M07808:66:000000000-KDBRJ:1:1105:24012:15953	60	+	16
3	25643933	25643963	M07808:66:000000000-KDBRJ:1:1105:7671:16008	60	+	6
7	37497605	37497635	M07808:66:000000000-KDBRJ:1:1105:27002:16062	60	+	33
16	5107235	5107265	M07808:66:000000000-KDBRJ:1:1105:5874:16269	60	+	5
7	46652042	46652072	M07808:66:000000000-KDBRJ:1:1105:2053:16287	60	-	9
7	46652042	46652072	M07808:66:000000000-KDBRJ:1:1105:2039:16298	60	-	9
20	53053729	53053759	M07808:66:000000000-KDBRJ:1:1105:7544:16371	60	+	11
15	52617653	52617683	M07808:66:000000000-KDBRJ:1:1105:27552:16432	60	-	4
8	143855514	143855544	M07808:66:000000000-KDBRJ:1:1105:2184:16729	60	+	4
3	113665082	113665112	M07808:66:000000000-KDBRJ:1:1105:6108:16732	60	+	40
3	113665082	113665112	M07808:66:000000000-KDBRJ:1:1105:6118:16748	60	+	40
6	3592231	3592261	M07808:66:000000000-KDBRJ:1:1105:7249:16983	60	+	13
11	89616163	89616193	M07808:66:000000000-KDBRJ:1:1105:15949:17125	60	+	1
6	130459156	130459186	M07808:66:000000000-KDBRJ:1:1105:2957:17407	60	-	7
1	172866155	172866185	M07808:66:000000000-KDBRJ:1:1105:24437:17514	60	-	2
2	222537601	222537631	M07808:66:000000000-KDBRJ:1:1105:25135:17521	60	-	9
11	49230347	49230377	M07808:66:000000000-KDBRJ:1:1105:25098:17702	60	-	1
1	150423264	150423294	M07808:66:000000000-KDBRJ:1:1105:6544:17756	60	-	7
1	150423264	150423294	M07808:66:000000000-KDBRJ:1:1105:6557:17776	60	-	7
1	150423264	150423294	M07808:66:000000000-KDBRJ:1:1105:6537:17776	60	-	7
5	82778464	82778494	M07808:66:000000000-KDBRJ:1:1105:27363:17810	60	-	4
1	236069061	236069091	M07808:66:000000000-KDBRJ:1:1105:6735:17959	60	-	14
1	231628704	231628734	M07808:66:000000000-KDBRJ:1:1105:13647:18154	60	+	4
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:7975:18192	60	-	167
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:7991:18206	60	-	167
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:7976:18218	60	-	167
6	73521066	73521096	M07808:66:000000000-KDBRJ:1:1105:8120:18292	60	+	65
7	28061705	28061735	M07808:66:000000000-KDBRJ:1:1105:7666:18535	60	-	9
3	177190730	177190760	M07808:66:000000000-KDBRJ:1:1105:7749:18380	60	+	3
1	57920537	57920567	M07808:66:000000000-KDBRJ:1:1105:7500:18398	60	-	14
1	57920537	57920567	M07808:66:000000000-KDBRJ:1:1105:7482:18399	60	-	14
X	49249505	49249535	M07808:66:000000000-KDBRJ:1:1105:6118:18454	60	-	8
1	165375633	165375663	M07808:66:000000000-KDBRJ:1:1105:7420:18595	60	+	8
15	67840138	67840168	M07808:66:000000000-KDBRJ:1:1105:6635:18609	60	-	2
15	34040201	34040231	M07808:66:000000000-KDBRJ:1:1105:7466:18664	60	-	10
8	90393977	90394004	M07808:66:000000000-KDBRJ:1:1105:5172:19031	60	+	6
8	90393977	90394004	M07808:66:000000000-KDBRJ:1:1105:5153:19038	60	+	6
1	147495727	147495757	M07808:66:000000000-KDBRJ:1:1105:26627:19041	60	-	41
8	145008867	145008897	M07808:66:000000000-KDBRJ:1:1105:6739:19060	60	+	4
3	69022972	69023002	M07808:66:000000000-KDBRJ:1:1105:29169:19086	60	-	7
3	151176302	151176332	M07808:66:000000000-KDBRJ:1:1105:7212:19543	60	+	11
3	151176302	151176332	M07808:66:000000000-KDBRJ:1:1105:7231:19544	60	+	11
3	151176302	151176332	M07808:66:000000000-KDBRJ:1:1105:7229:19561	60	+	11
7	100764207	100764237	M07808:66:000000000-KDBRJ:1:1105:7731:19727	60	-	22
13	30734612	30734642	M07808:66:000000000-KDBRJ:1:1105:5984:19817	60	+	2
2	214064296	214064326	M07808:66:000000000-KDBRJ:1:1105:21402:20094	60	+	29
12	114387731	114387761	M07808:66:000000000-KDBRJ:1:1105:9196:20103	60	-	2
12	114387731	114387761	M07808:66:000000000-KDBRJ:1:1105:9192:20120	60	-	2
2	187575740	187575770	M07808:66:000000000-KDBRJ:1:1105:22237:20159	60	-	5
2	159047114	159047144	M07808:66:000000000-KDBRJ:1:1105:21476:20194	60	-	5
4	40212995	40213025	M07808:66:000000000-KDBRJ:1:1105:27493:20235	60	-	15
4	181406439	181406469	M07808:66:000000000-KDBRJ:1:1105:5007:20241	60	+	4
2	26037782	26037812	M07808:66:000000000-KDBRJ:1:1105:16052:20241	60	+	26
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1105:28128:20310	60	-	167
6	142924190	142924220	M07808:66:000000000-KDBRJ:1:1105:23114:20320	60	+	22
4	181192546	181192576	M07808:66:000000000-KDBRJ:1:1105:25701:20356	60	+	5
6	142924190	142924220	M07808:66:000000000-KDBRJ:1:1105:8985:20359	60	+	22
3	113665034	113665064	M07808:66:000000000-KDBRJ:1:1105:18517:20385	60	-	40
8	143855514	143855544	M07808:66:000000000-KDBRJ:1:1105:6671:20392	60	+	4
6	73521022	73521052	M07808:66:000000000-KDBRJ:1:1105:26153:20589	60	-	48
6	73521022	73521052	M07808:66:000000000-KDBRJ:1:1105:26171:20589	60	-	48
16	86147012	86147042	M07808:66:000000000-KDBRJ:1:1105:17084:20519	60	-	6
X	144931538	144931568	M07808:66:000000000-KDBRJ:1:1105:28100:20529	60	-	7
1	116277596	116277626	M07808:66:000000000-KDBRJ:1:1105:28153:20533	60	-	14
3	138300869	138300894	M07808:66:000000000-KDBRJ:1:1105:22600:20556	60	-	3
8	28531061	28531091	M07808:66:000000000-KDBRJ:1:1105:14845:20571	60	-	9
4	52031302	52031332	M07808:66:000000000-KDBRJ:1:1105:23854:20734	60	-	3
18	797800	797830	M07808:66:000000000-KDBRJ:1:1105:7335:20763	60	+	7
1	110850834	110850864	M07808:66:000000000-KDBRJ:1:1105:4769:20785	60	+	16
4	152419784	152419814	M07808:66:000000000-KDBRJ:1:1105:23203:20789	60	-	2
19	48426109	48426139	M07808:66:000000000-KDBRJ:1:1105:19565:20795	60	+	8
9	114806628	114806658	M07808:66:000000000-KDBRJ:1:1105:7300:20836	60	-	18
9	134532407	134532437	M07808:66:000000000-KDBRJ:1:1105:11885:20849	60	-	6
17	79252731	79252761	M07808:66:000000000-KDBRJ:1:1105:25651:20918	60	+	8
6	139689884	139689914	M07808:66:000000000-KDBRJ:1:1105:8690:20925	60	+	1
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1105:23284:20946	60	+	255
1	167431686	167431716	M07808:66:000000000-KDBRJ:1:1105:18250:21024	60	+	18
1	204358512	204358542	M07808:66:000000000-KDBRJ:1:1105:13036:21031	60	-	16
17	32341131	32341161	M07808:66:000000000-KDBRJ:1:1105:7205:21040	60	+	66
1	204358512	204358542	M07808:66:000000000-KDBRJ:1:1105:13046:21046	60	-	16
2	84988782	84988812	M07808:66:000000000-KDBRJ:1:1105:19722:21099	60	-	5
6	150256656	150256683	M07808:66:000000000-KDBRJ:1:1105:13630:21304	60	-	1
10	4645942	4645972	M07808:66:000000000-KDBRJ:1:1105:25226:21380	60	+	3
5	76803384	76803414	M07808:66:000000000-KDBRJ:1:1105:15404:21442	60	-	19
15	29230760	29230790	M07808:66:000000000-KDBRJ:1:1105:17237:21475	60	-	6
12	69370568	69370598	M07808:66:000000000-KDBRJ:1:1105:21138:21497	60	-	63
11	124198138	124198168	M07808:66:000000000-KDBRJ:1:1105:11544:21194	60	+	1
19	10288132	10288162	M07808:66:000000000-KDBRJ:1:1105:12275:21197	60	-	10
19	12537066	12537096	M07808:66:000000000-KDBRJ:1:1105:12820:21198	60	+	13
6	142760195	142760225	M07808:66:000000000-KDBRJ:1:1105:25570:21200	60	-	7
3	7398778	7398808	M07808:66:000000000-KDBRJ:1:1105:21844:21201	60	+	7
6	142760195	142760225	M07808:66:000000000-KDBRJ:1:1105:25577:21216	60	-	7
2	49203347	49203377	M07808:66:000000000-KDBRJ:1:1105:22439:21633	60	+	3
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1105:15658:21643	60	+	255
1	61726518	61726548	M07808:66:000000000-KDBRJ:1:1105:20854:21685	60	-	9
1	76045169	76045199	M07808:66:000000000-KDBRJ:1:1105:25408:21901	60	-	13
4	121876588	121876618	M07808:66:000000000-KDBRJ:1:1105:11954:21917	60	+	13
1	76045169	76045199	M07808:66:000000000-KDBRJ:1:1105:25418:21926	60	-	13
4	121876588	121876618	M07808:66:000000000-KDBRJ:1:1105:11966:21933	60	+	13
18	67172863	67172893	M07808:66:000000000-KDBRJ:1:1105:17713:21749	60	-	7
18	67172863	67172893	M07808:66:000000000-KDBRJ:1:1105:17694:21750	60	-	7
12	24393072	24393102	M07808:66:000000000-KDBRJ:1:1105:9326:21751	60	+	2
12	24393072	24393102	M07808:66:000000000-KDBRJ:1:1105:9348:21752	60	+	2
18	67172863	67172893	M07808:66:000000000-KDBRJ:1:1105:17700:21773	60	-	7
15	92285547	92285577	M07808:66:000000000-KDBRJ:1:1105:5044:21835	60	-	9
17	76677463	76677493	M07808:66:000000000-KDBRJ:1:1105:27344:21844	60	+	28
15	92285547	92285577	M07808:66:000000000-KDBRJ:1:1105:5033:21851	60	-	9
1	221702800	221702830	M07808:66:000000000-KDBRJ:1:1105:19778:22027	60	-	3
1	221702800	221702830	M07808:66:000000000-KDBRJ:1:1105:19779:22047	60	-	3
1	152448493	152448523	M07808:66:000000000-KDBRJ:1:1105:9835:22060	60	-	12
13	72645803	72645833	M07808:66:000000000-KDBRJ:1:1105:10883:22114	60	+	28
1	76045169	76045199	M07808:66:000000000-KDBRJ:1:1105:22823:22132	60	-	13
1	76045169	76045199	M07808:66:000000000-KDBRJ:1:1105:22798:22133	60	-	13
8	20914811	20914841	M07808:66:000000000-KDBRJ:1:1105:16450:22160	60	-	14
1	31729255	31729285	M07808:66:000000000-KDBRJ:1:1105:6673:22180	60	+	5
15	74143510	74143540	M07808:66:000000000-KDBRJ:1:1105:7329:22237	60	-	6
15	74143510	74143540	M07808:66:000000000-KDBRJ:1:1105:7318:22252	60	-	6
15	34040201	34040231	M07808:66:000000000-KDBRJ:1:1105:7804:22301	60	-	10
12	123119642	123119672	M07808:66:000000000-KDBRJ:1:1105:17244:22334	60	-	3
2	37445214	37445244	M07808:66:000000000-KDBRJ:1:1105:19775:22367	60	+	9
2	62925234	62925264	M07808:66:000000000-KDBRJ:1:1105:25605:22367	60	+	12
6	33489639	33489669	M07808:66:000000000-KDBRJ:1:1105:8254:22391	60	-	21
17	50283106	50283136	M07808:66:000000000-KDBRJ:1:1105:10222:22435	60	+	12
16	27764135	27764165	M07808:66:000000000-KDBRJ:1:1105:9144:22447	60	+	44
16	27764135	27764165	M07808:66:000000000-KDBRJ:1:1105:9152:22466	60	+	44
2	96685225	96685255	M07808:66:000000000-KDBRJ:1:1105:24977:22582	60	+	5
10	78535590	78535620	M07808:66:000000000-KDBRJ:1:1105:26605:22703	60	+	2
18	25510302	25510332	M07808:66:000000000-KDBRJ:1:1105:23399:22705	60	-	7
9	98110312	98110342	M07808:66:000000000-KDBRJ:1:1105:10683:22863	60	-	4
2	225016677	225016707	M07808:66:000000000-KDBRJ:1:1105:14727:22890	60	+	15
1	229262199	229262229	M07808:66:000000000-KDBRJ:1:1105:8232:22906	60	+	7
17	32341131	32341161	M07808:66:000000000-KDBRJ:1:1105:19839:22918	60	+	66
12	26301628	26301658	M07808:66:000000000-KDBRJ:1:1105:6866:22935	60	+	13
13	72645803	72645833	M07808:66:000000000-KDBRJ:1:1105:6109:22958	60	+	28
13	75922767	75922797	M07808:66:000000000-KDBRJ:1:1105:26314:22978	60	-	14
4	68772106	68772136	M07808:66:000000000-KDBRJ:1:1105:24986:22981	60	+	6
4	68772106	68772136	M07808:66:000000000-KDBRJ:1:1105:24993:22997	60	+	6
13	75922767	75922797	M07808:66:000000000-KDBRJ:1:1105:26307:22999	60	-	14
6	33489639	33489669	M07808:66:000000000-KDBRJ:1:1105:25509:23027	60	-	21
5	10362896	10362926	M07808:66:000000000-KDBRJ:1:1105:12845:23082	60	+	7
5	10362896	10362926	M07808:66:000000000-KDBRJ:1:1105:12863:23086	60	+	7
22	30264679	30264709	M07808:66:000000000-KDBRJ:1:1105:11056:23157	60	-	5
4	33678783	33678813	M07808:66:000000000-KDBRJ:1:1105:21730:23196	60	-	3
4	15071903	15071933	M07808:66:000000000-KDBRJ:1:1105:20118:23289	60	+	2
5	76803384	76803414	M07808:66:000000000-KDBRJ:1:1105:24634:23316	60	-	19
20	5955179	5955209	M07808:66:000000000-KDBRJ:1:1105:15201:23365	60	+	20
6	73521018	73521048	M07808:66:000000000-KDBRJ:1:1105:22993:23383	60	-	125
12	95010567	95010597	M07808:66:000000000-KDBRJ:1:1105:16986:23418	60	-	17
20	34905991	34906021	M07808:66:000000000-KDBRJ:1:1105:19416:23465	60	+	1
13	32405525	32405555	M07808:66:000000000-KDBRJ:1:1105:7901:23477	60	-	13
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1105:16578:23678	60	+	255
1	168842775	168842805	M07808:66:000000000-KDBRJ:1:1105:14779:23689	60	+	27
1	168842775	168842805	M07808:66:000000000-KDBRJ:1:1105:14762:23694	60	+	27
5	95485384	95485414	M07808:66:000000000-KDBRJ:1:1105:7219:23708	60	+	12
11	128343919	128343949	M07808:66:000000000-KDBRJ:1:1105:24847:23505	60	-	2
6	105881874	105881904	M07808:66:000000000-KDBRJ:1:1105:16194:23598	60	+	5
17	32341131	32341161	M07808:66:000000000-KDBRJ:1:1105:17725:23773	60	+	66
17	32341131	32341161	M07808:66:000000000-KDBRJ:1:1105:17730:23792	60	+	66
17	32341131	32341161	M07808:66:000000000-KDBRJ:1:1105:17712:23795	60	+	66
9	115531983	115532013	M07808:66:000000000-KDBRJ:1:1105:14939:23850	60	-	10
6	136625261	136625291	M07808:66:000000000-KDBRJ:1:1105:6572:23923	60	+	4
6	111761361	111761391	M07808:66:000000000-KDBRJ:1:1105:8960:23951	60	-	2
12	15910491	15910521	M07808:66:000000000-KDBRJ:1:1105:24649:23993	60	-	69
12	15910491	15910521	M07808:66:000000000-KDBRJ:1:1105:24670:24000	60	-	69
1	109106736	109106766	M07808:66:000000000-KDBRJ:1:1105:24836:24171	60	+	23
10	27145665	27145695	M07808:66:000000000-KDBRJ:1:1105:8451:24264	60	+	9
9	37116621	37116651	M07808:66:000000000-KDBRJ:1:1105:14872:24345	60	-	21
1	32837230	32837260	M07808:66:000000000-KDBRJ:1:1105:21562:24473	60	+	14
1	226807896	226807926	M07808:66:000000000-KDBRJ:1:1105:9762:24477	60	+	4
1	226807896	226807926	M07808:66:000000000-KDBRJ:1:1105:9759:24495	60	+	4
7	140454993	140455023	M07808:66:000000000-KDBRJ:1:1105:21908:24522	60	-	25
11	120483066	120483096	M07808:66:000000000-KDBRJ:1:1105:21952:24563	60	-	4
11	120483066	120483096	M07808:66:000000000-KDBRJ:1:1105:21944:24583	60	-	4
6	20397058	20397088	M07808:66:000000000-KDBRJ:1:1105:25295:24590	60	+	4
6	20397058	20397088	M07808:66:000000000-KDBRJ:1:1105:25306:24605	60	+	4
12	122147843	122147871	M07808:66:000000000-KDBRJ:1:1105:12571:24888	60	+	6
